"# ""The 3DSC_ICSD without the ICSD data except for the ICSD ID.""",,,
formula_sc,tc,database_id_2,synth_doped
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65571,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-66900,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65563,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-63694,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-63344,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65573,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65566,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65583,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-66350,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65576,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65565,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65584,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65560,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-66351,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65580,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-44116,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-246937,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-291021,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-63691,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-44115,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65582,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65569,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65570,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65572,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65581,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-74244,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65578,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-66898,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65561,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-44114,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65588,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-66902,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-246936,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-83086,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65589,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65593,True
Ba1.9Cu3La0.1Y1O6.73,92.85,ICSD-65598,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44113,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74243,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63325,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66899,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-291020,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65585,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65568,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65564,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65587,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44118,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65592,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63324,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-40613,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65595,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44120,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-68061,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65575,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65316,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65594,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65590,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-202704,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65586,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65596,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65591,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-62920,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-173919,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-78470,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74230,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66894,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65562,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-67085,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66896,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-291018,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66901,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44117,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-202703,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65600,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66897,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-83101,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-291022,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65597,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65599,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-40612,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-291019,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74240,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63343,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65574,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74241,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65567,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66895,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-173898,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44119,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65577,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-68062,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66348,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65579,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65601,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-62464,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66349,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-68393,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65571,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66900,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65563,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63694,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63344,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65573,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65566,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65583,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66350,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65576,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65565,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65584,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65560,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66351,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65580,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44116,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-246937,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-291021,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-63691,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44115,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65582,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65569,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65570,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65572,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65581,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74244,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65578,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66898,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65561,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-44114,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65588,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-66902,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-246936,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-83086,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65589,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65593,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-74242,True
Ba1.9Cu3La0.1Y1O6.8,57.9,ICSD-65598,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44113,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-74243,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63325,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66899,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-291020,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65585,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65568,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65564,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65587,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44118,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65592,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63324,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-40613,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65595,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44120,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-68061,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65575,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65316,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65594,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65590,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-202704,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65586,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65596,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65591,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-62920,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-173919,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-78470,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66894,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65562,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-67085,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66896,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-291018,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66901,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44117,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-202703,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65600,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66897,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-83101,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-291022,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65597,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65599,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-40612,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-291019,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-74240,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63343,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65574,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-74241,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65567,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66895,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-173898,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44119,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65577,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-68062,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66348,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65579,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65601,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-62464,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66349,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-68393,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65571,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66900,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65563,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63694,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63344,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65573,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65566,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65583,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66350,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65576,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65565,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65584,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65560,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66351,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65580,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44116,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-246937,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-291021,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-63691,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44115,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65582,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65423,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65569,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65570,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65572,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65581,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-74244,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65578,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66898,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65561,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-44114,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65588,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-66902,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-246936,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-83086,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65589,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65593,True
Ba1.9Cu3La0.1Y1O6.85,67,ICSD-65598,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44113,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-74243,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63325,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66899,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-291020,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65585,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65568,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65564,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65587,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44118,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65592,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63324,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-40613,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65595,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44120,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-68061,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65575,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65316,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65594,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65590,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-202704,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65586,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65596,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65591,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-62920,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-173919,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-78470,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66894,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65562,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-67085,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66896,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-291018,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66901,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44117,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-202703,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65600,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66897,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-83101,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-291022,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65597,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65599,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-40612,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-291019,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-74240,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63343,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65574,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-74241,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65567,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66895,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-173898,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44119,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65577,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-68062,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66348,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65579,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65601,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-62464,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66349,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-68393,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65571,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66900,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65563,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63694,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63344,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65573,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65566,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65583,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66350,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65576,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65565,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65584,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65560,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66351,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65580,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44116,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-246937,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-291021,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-63691,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44115,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65582,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65569,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65570,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65572,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65581,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-74244,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65578,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66898,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65561,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-44114,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65588,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-66902,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-246936,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-83086,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65589,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65593,True
Ba1.9Cu3La0.1Y1O6.92,90,ICSD-65598,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-44113,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-74243,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-63325,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66899,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-291020,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65585,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65568,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65564,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65587,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-44118,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65592,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-63324,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-40613,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65595,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-44120,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-68061,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65575,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65316,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65594,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65590,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-202704,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65586,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65596,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65591,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-62920,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-173919,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-78470,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66894,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65562,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-67085,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66896,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-291018,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66901,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-44117,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-202703,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65600,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66897,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-83101,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-291022,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65597,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65599,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-40612,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-291019,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-74240,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-63343,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65574,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-74241,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65567,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66895,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-173898,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-44119,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65577,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-68062,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66348,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65579,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65601,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-62464,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66349,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-68393,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65571,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66900,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65563,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-63694,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-63344,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65573,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65566,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65583,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-66350,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65576,True
Ba1.9Cu3La0.1Y1O6.96,93.25,ICSD-65565,True
