"# ""The 3DSC_ICSD without the ICSD data except for the ICSD ID.""",,,
formula_sc,tc,database_id_2,synth_doped
C1Mo0.9Re0.1,13.85,ICSD-77157,True
C1Mo0.9Re0.1,13.85,ICSD-618298,True
C1Mo0.9Re0.1,13.85,ICSD-618306,True
C1Mo0.9Re0.1,13.85,ICSD-77156,True
C1Mo0.9Ru0.1,13.65,ICSD-618301,True
C1Mo0.9Ru0.1,13.65,ICSD-618302,True
C1Mo0.9Ru0.1,13.65,ICSD-197178,True
C1Mo0.9Ru0.1,13.65,ICSD-43523,True
C1Mo0.9Ru0.1,13.65,ICSD-197654,True
C1Mo0.9Ru0.1,13.65,ICSD-618300,True
C1Mo0.9Ru0.1,13.65,ICSD-77157,True
C1Mo0.9Ru0.1,13.65,ICSD-618298,True
C1Mo0.9Ru0.1,13.65,ICSD-618306,True
C1Mo0.9Ru0.1,13.65,ICSD-77156,True
C1Mo0.9Ti0.1,13.1,ICSD-618301,True
C1Mo0.9Ti0.1,13.1,ICSD-618302,True
C1Mo0.9Ti0.1,13.1,ICSD-197178,True
C1Mo0.9Ti0.1,13.1,ICSD-43523,True
C1Mo0.9Ti0.1,13.1,ICSD-197654,True
C1Mo0.9Ti0.1,13.1,ICSD-618300,True
C1Mo0.9Ti0.1,13.1,ICSD-77157,True
C1Mo0.9Ti0.1,13.1,ICSD-618298,True
C1Mo0.9Ti0.1,13.1,ICSD-618306,True
C1Mo0.9Ti0.1,13.1,ICSD-77156,True
C1Mo0.9V0.1,13.3,ICSD-618301,True
C1Mo0.9V0.1,13.3,ICSD-618302,True
C1Mo0.9V0.1,13.3,ICSD-197178,True
C1Mo0.9V0.1,13.3,ICSD-43523,True
C1Mo0.9V0.1,13.3,ICSD-197654,True
C1Mo0.9V0.1,13.3,ICSD-618300,True
C1Mo0.9V0.1,13.3,ICSD-77157,True
C1Mo0.9V0.1,13.3,ICSD-618298,True
C1Mo0.9V0.1,13.3,ICSD-618306,True
C1Mo0.9V0.1,13.3,ICSD-77156,True
C1Mo0.9W0.1,11.7,ICSD-618301,True
C1Mo0.9W0.1,11.7,ICSD-618302,True
C1Mo0.9W0.1,11.7,ICSD-197178,True
C1Mo0.9W0.1,11.7,ICSD-43523,True
C1Mo0.9W0.1,11.7,ICSD-197654,True
C1Mo0.9W0.1,11.7,ICSD-618300,True
C1Mo0.9W0.1,11.7,ICSD-77157,True
C1Mo0.9W0.1,11.7,ICSD-618298,True
C1Mo0.9W0.1,11.7,ICSD-618306,True
C1Mo0.9W0.1,11.7,ICSD-77156,True
C1Mo0.9Zr0.1,11.5,ICSD-618301,True
C1Mo0.9Zr0.1,11.5,ICSD-618302,True
C1Mo0.9Zr0.1,11.5,ICSD-197178,True
C1Mo0.9Zr0.1,11.5,ICSD-43523,True
C1Mo0.9Zr0.1,11.5,ICSD-197654,True
C1Mo0.9Zr0.1,11.5,ICSD-618300,True
C1Mo0.9Zr0.1,11.5,ICSD-77157,True
C1Mo0.9Zr0.1,11.5,ICSD-618298,True
C1Mo0.9Zr0.1,11.5,ICSD-618306,True
C1Mo0.9Zr0.1,11.5,ICSD-77156,True
C1Mo1,10.152,ICSD-618301,False
C1Mo1,10.152,ICSD-618302,False
C1Mo1,10.152,ICSD-197178,False
C1Mo1,10.152,ICSD-44987,False
C1Mo1,10.152,ICSD-43523,False
C1Mo1,10.152,ICSD-197654,False
C1Mo1,10.152,ICSD-618300,False
C1Mo1,10.152,ICSD-77157,False
C1Mo1,10.152,ICSD-618298,False
C1Mo1,10.152,ICSD-618306,False
C1Mo1,10.152,ICSD-77156,False
C1Mo2,6.021666667,ICSD-600624,False
C1Mo3Re2,0,ICSD-618337,False
C1Nb0.1Ti0.9,0,ICSD-618931,True
C1Nb0.1Ti0.9,0,ICSD-159871,True
C1Nb0.1Ti0.9,0,ICSD-618932,True
C1Nb0.1Ti0.9,0,ICSD-424343,True
C1Nb0.1Ti0.9,0,ICSD-44494,True
C1Nb0.1Zr0.9,4.2,ICSD-44495,True
C1Nb0.1Zr0.9,4.2,ICSD-619160,True
C1Nb0.1Zr0.9,4.2,ICSD-159874,True
C1Nb0.1Zr0.9,4.2,ICSD-600759,True
C1Nb0.1Zr0.9,4.2,ICSD-619158,True
C1Nb0.25Ta0.75,9.8,ICSD-196575,False
C1Nb0.2Ta0.8,9,ICSD-196575,True
C1Nb0.4Ta0.6,10.27666667,ICSD-196575,True
C1Nb0.4Ta0.6,10.27666667,ICSD-618498,True
C1Nb0.4Ta0.6,10.27666667,ICSD-618499,True
C1Nb0.4Ta0.6,10.27666667,ICSD-77217,True
C1Nb0.5Ta0.5,11.1,ICSD-618498,False
C1Nb0.5Ta0.5,11.1,ICSD-618499,False
C1Nb0.5Ta0.5,11.1,ICSD-77217,False
C1Nb0.65W0.35,13,ICSD-77223,True
C1Nb0.75W0.25,13.1,ICSD-77223,True
C1Nb0.7W0.3,13.2,ICSD-77223,True
C1Nb0.8W0.2,13.2,ICSD-77223,False
C1Nb0.9W0.1,11.6,ICSD-159872,True
C1Nb1,10.025,ICSD-159872,False
C1Nb2S2,7.6,ICSD-95111,False
C1Nb2S2,7.6,ICSD-95112,False
C1Nb2S2,7.6,ICSD-95110,False
C1Nb2S2,7.6,ICSD-656705,False
C1Nb2S2,7.6,ICSD-95113,False
C1Nb2S2,7.6,ICSD-95109,False
C1Nb2Sn1,1.9666666665,ICSD-618496,False
C1Ni3Zn1,0,ICSD-77230,False
C1Pb1Ti2,0,ICSD-42926,False
C1Re2W3,0,ICSD-77384,False
C1Re2W3,0,ICSD-618714,False
C1Ru1,2.02,ICSD-43671,False
C1Sc1,0,ICSD-42760,True
C1Sc1,0,ICSD-43524,False
C1Si1,1.075,ICSD-101175,False
C1Si1,1.075,ICSD-603798,False
C1Si1,1.075,ICSD-164429,False
C1Ta0.45W0.55,10.5,ICSD-618866,True
C1Ta0.4Ti0.6,4.8,ICSD-77408,True
C1Ta0.4Ti0.6,4.8,ICSD-618854,True
C1Ta0.4Ti0.6,4.8,ICSD-618852,True
C1Ta0.4Ti0.6,4.8,ICSD-618855,True
C1Ta0.4W0.6,9.41,ICSD-618866,True
C1Ta0.5W0.5,10.1,ICSD-618866,False
C1Ta0.6W0.4,10,ICSD-77415,True
C1Ta0.6W0.4,10,ICSD-618866,True
C1Ta0.8W0.2,9.92,ICSD-77415,True
C1Ta0.8W0.2,9.92,ICSD-77413,False
C1Ta0.8W0.2,9.92,ICSD-77414,False
C1Ta1,8.6375,ICSD-159876,False
C1Ta1,8.6375,ICSD-198071,False
C1Ta1,8.6375,ICSD-159875,False
C1Ta1,8.6375,ICSD-159878,False
C1Ta1,8.6375,ICSD-618830,False
C1Ta1,8.6375,ICSD-159877,False
C1Ta1,8.6375,ICSD-159879,False
C1Ta1,8.6375,ICSD-44497,False
C1Ta2,1.63,ICSD-196713,False
C1Ta2,1.63,ICSD-409555,False
C1Ta2,1.63,ICSD-618840,False
C1Ta2,1.63,ICSD-77407,True
C1Th1,0,ICSD-108188,False
C1Ti0.5W0.5,6.7,ICSD-77553,False
C1Ti0.5W0.5,6.7,ICSD-77552,False
C1Ti0.5W0.5,6.7,ICSD-618962,False
C1Ti1,0,ICSD-618931,False
C1Ti1,0,ICSD-159871,False
C1Ti1,0,ICSD-618932,False
C1Ti1,0,ICSD-424343,False
C1Ti1,0,ICSD-44494,False
C1U1,0,ICSD-198072,False
C1V1,0,ICSD-159870,False
C1V1,0,ICSD-619056,False
C1V2,0,ICSD-601748,False
C1W2,3.835,ICSD-196586,False
C1Y3,0,ICSD-22290,True
C1Y3,0,ICSD-22282,True
C1Zr1,0,ICSD-44495,False
C1Zr1,0,ICSD-619160,False
C1Zr1,0,ICSD-159874,False
C1Zr1,0,ICSD-600759,False
C1Zr1,0,ICSD-619158,False
C2.7Nb0.2Y1.8,10.8,ICSD-618514,False
C2.7Ru0.2Y1.8,11.2,ICSD-618750,False
C2.7Si0.2Y1.8,11.3,ICSD-618793,False
C2.7Th0.4Y1.6,14.7,ICSD-601058,True
C2.7Th0.4Y1.6,14.7,ICSD-618916,True
C2.7Th0.6Y1.4,16.7,ICSD-601058,False
C2.7Th0.6Y1.4,16.7,ICSD-618916,False
C2.7Th0.7Y1.3,16.8,ICSD-601058,True
C2.7Th0.7Y1.3,16.8,ICSD-618916,True
C2.7Th0.8Y1.2,16,ICSD-601058,True
C2.7Th0.8Y1.2,16,ICSD-618916,True
C2.7Ti0.2Y1.8,10.7,ICSD-618965,False
C2.8Th0.6Y1.4,16.3,ICSD-601058,True
C2.8Th0.6Y1.4,16.3,ICSD-618916,True
C2.9Th0.6Y1.4,16.3,ICSD-601058,True
C2.9Th0.6Y1.4,16.3,ICSD-618916,True
C2.9Th0.8Y1.2,15.8,ICSD-601058,True
C2.9Th0.8Y1.2,15.8,ICSD-618916,True
C2.9Ti0.2Y1.8,14.2,ICSD-618965,True
C24K1,0,ICSD-80077,True
C24K1,0,ICSD-66728,True
C24K1,0,ICSD-602511,True
C24K1,0,ICSD-657551,True
C2Ca0.1Y0.9,3.15,ICSD-619117,True
C2Ca0.1Y0.9,3.15,ICSD-74666,True
C2Ca0.1Y0.9,3.15,ICSD-100117,True
C2Ca0.1Y0.9,3.15,ICSD-198786,True
C2Ca0.1Y0.9,3.15,ICSD-619115,True
C2Ca0.1Y0.9,3.15,ICSD-198684,True
C2Ca0.1Y0.9,3.15,ICSD-619126,True
C2Ca0.1Y0.9,3.15,ICSD-95963,True
C2Ca0.1Y0.9,3.15,ICSD-619112,True
C2Ca0.1Y0.9,3.15,ICSD-33607,True
C2Ca0.1Y0.9,3.15,ICSD-619108,True
C2Ca0.2Y0.8,2.82,ICSD-619117,True
C2Ca0.2Y0.8,2.82,ICSD-74666,True
C2Ca0.2Y0.8,2.82,ICSD-100117,True
C2Ca0.2Y0.8,2.82,ICSD-198786,True
C2Ca0.2Y0.8,2.82,ICSD-619115,True
C2Ca0.2Y0.8,2.82,ICSD-198684,True
C2Ca0.2Y0.8,2.82,ICSD-619126,True
C2Ca0.2Y0.8,2.82,ICSD-95963,True
C2Ca0.2Y0.8,2.82,ICSD-619112,True
C2Ca0.2Y0.8,2.82,ICSD-33607,True
C2Ca0.2Y0.8,2.82,ICSD-619108,True
C2Ce1,0,ICSD-617322,True
C2Ce1,0,ICSD-74661,True
C2Ce1,0,ICSD-17022,False
C2Ce1Ni1,0,ICSD-20397,False
C2Ce1Ni1,0,ICSD-617365,False
C2Cl0.25I1.75Y2,10.7,ICSD-153860,True
C2Cl0.25I1.75Y2,10.7,ICSD-400298,True
C2Cl0.25I1.75Y2,10.7,ICSD-153862,True
C2Cl0.25I1.75Y2,10.7,ICSD-153861,True
C2Cr3,0,ICSD-617482,False
C2Cr3,0,ICSD-151477,False
C2Cr3,0,ICSD-57009,False
C2Cr3,0,ICSD-43376,False
C2Cr3,0,ICSD-15086,False
C2Cr3,0,ICSD-76798,False
C2Cr3,0,ICSD-601754,False
C2Cu0.05La1Ni0.95,3.15,ICSD-618179,True
C2Cu0.15La1Ni0.85,3.31,ICSD-618179,True
C2Cu0.1La1Ni0.9,3.24,ICSD-618179,True
C2Cu0.25La1Ni0.75,3.48,ICSD-618179,True
C2Cu0.2La1Ni0.8,3.45,ICSD-618179,True
C2Dy1,0,ICSD-2449,True
C2Er1,0,ICSD-23690,False
C2Er1,0,ICSD-69888,False
C2Er1,0,ICSD-23689,False
C2Gd1,0,ICSD-617934,False
C2Gd1,0,ICSD-100107,False
C2Gd1,0,ICSD-617936,False
C2Gd1,0,ICSD-109323,True
C2Gd1,0,ICSD-617930,False
C2Gd1,0,ICSD-101155,False
C2Gd1,0,ICSD-150639,False
C2Ho1,0,ICSD-17026,False
C2Ho1,0,ICSD-42497,True
C2Ho1,0,ICSD-618085,True
C2I2Y2,9.9175,ICSD-153860,False
C2I2Y2,9.9175,ICSD-400298,False
C2I2Y2,9.9175,ICSD-153862,False
C2I2Y2,9.9175,ICSD-153861,False
C2Ir1U2,0,ICSD-198782,False
C2Ir1U2,0,ICSD-618138,False
C2Ir1U2,0,ICSD-9114,False
C2Ir1U2,0,ICSD-199429,False
C2Ir1U2,0,ICSD-618136,False
C2La0.75Ni1Y0.25,1.65,ICSD-618179,True
C2La0.7Ni1Th0.3,7.2,ICSD-618179,True
C2La0.85Ni1Y0.15,2.08,ICSD-618179,True
C2La0.8Ni1Th0.2,5.4,ICSD-618179,True
C2La0.8Ni1Y0.2,1.26,ICSD-618179,True
C2La0.95Ni1Y0.05,2.79,ICSD-618179,True
C2La0.9Ni1Th0.1,4.45,ICSD-618179,True
C2La0.9Ni1Y0.1,2.29,ICSD-618179,True
C2La1,1.23375,ICSD-236852,False
C2La1,1.23375,ICSD-236847,False
C2La1,1.23375,ICSD-42897,False
C2La1,1.23375,ICSD-236842,False
C2La1,1.23375,ICSD-236845,False
C2La1,1.23375,ICSD-236850,False
C2La1,1.23375,ICSD-236844,False
C2La1,1.23375,ICSD-69887,False
C2La1,1.23375,ICSD-236851,False
C2La1,1.23375,ICSD-236843,False
C2La1,1.23375,ICSD-42898,False
C2La1,1.23375,ICSD-236846,False
C2La1,1.23375,ICSD-236848,False
C2La1,1.23375,ICSD-236849,False
C2La1,1.23375,ICSD-236841,False
C2La1Ni1,2.89,ICSD-618179,False
C2Lu1,3.33,ICSD-618215,False
C2Lu1,3.33,ICSD-618221,True
C2Lu1,3.33,ICSD-86294,True
C2Lu1,3.33,ICSD-74671,False
C2Lu1,3.33,ICSD-618218,False
C2Mo1Re1,3.8,ICSD-108164,False
C2Mo1Re1,3.8,ICSD-77165,False
C2Nd1,0,ICSD-17024,False
C2Nd1,0,ICSD-2447,True
C2Ni1Th0.1Y0.9,6.005,ICSD-618597,True
C2Ni1Th0.1Y0.9,6.005,ICSD-618595,True
C2Ni1Th0.2Y0.8,6.535,ICSD-618597,True
C2Ni1Th0.2Y0.8,6.535,ICSD-618595,True
C2Ni1Th0.3Y0.7,7.445,ICSD-618597,True
C2Ni1Th0.3Y0.7,7.445,ICSD-618595,True
C2Ni1Y1,0,ICSD-618597,False
C2Ni1Y1,0,ICSD-618595,False
C2Os1U2,0,ICSD-618614,False
C2Os1U2,0,ICSD-618616,False
C2Pr1,0,ICSD-17023,False
C2Pr1,0,ICSD-2445,True
C2Pt0.1Rh0.9U2,0,ICSD-199430,True
C2Pt0.1Rh0.9U2,0,ICSD-604010,True
C2Pt0.1Rh0.9U2,0,ICSD-618732,True
C2Pt0.1Rh0.9U2,0,ICSD-618730,True
C2Pt0.2Rh0.8U2,0,ICSD-199430,True
C2Pt0.2Rh0.8U2,0,ICSD-604010,True
C2Pt0.2Rh0.8U2,0,ICSD-618732,True
C2Pt0.2Rh0.8U2,0,ICSD-618730,True
C2Pt0.3Rh0.7U2,0,ICSD-199430,True
C2Pt0.3Rh0.7U2,0,ICSD-604010,True
C2Pt0.3Rh0.7U2,0,ICSD-618732,True
C2Pt0.3Rh0.7U2,0,ICSD-618730,True
C2Pt0.7Rh0.3U2,0,ICSD-618656,True
C2Pt0.8Rh0.2U2,0,ICSD-618656,True
C2Pt0.95Rh0.05U2,1.41,ICSD-618656,True
C2Pt0.9Rh0.1U2,1.09,ICSD-618656,True
C2Pt1U2,1.465,ICSD-618656,False
C2Re1W1,3.8,ICSD-199216,False
C2Re1W1,3.8,ICSD-618713,False
C2Rh1U2,0,ICSD-199430,False
C2Rh1U2,0,ICSD-604010,False
C2Rh1U2,0,ICSD-618732,False
C2Rh1U2,0,ICSD-618730,False
C2Ru1U2,0,ICSD-618746,False
C2Ru1U2,0,ICSD-618744,False
C2Ru1U2,0,ICSD-199431,False
C2Ru1U2,0,ICSD-603999,False
C2Sm1,0,ICSD-101154,False
C2Sm1,0,ICSD-109322,True
C2Sm1,0,ICSD-618800,False
C2Sm1,0,ICSD-150638,False
C2Tb1,0,ICSD-17025,False
C2Th0.09Y0.91,3.7,ICSD-199126,True
C2Th0.09Y0.91,3.7,ICSD-619117,True
C2Th0.09Y0.91,3.7,ICSD-74666,True
C2Th0.09Y0.91,3.7,ICSD-100117,True
C2Th0.09Y0.91,3.7,ICSD-198786,True
C2Th0.09Y0.91,3.7,ICSD-619115,True
C2Th0.09Y0.91,3.7,ICSD-198684,True
C2Th0.09Y0.91,3.7,ICSD-619126,True
C2Th0.09Y0.91,3.7,ICSD-95963,True
C2Th0.09Y0.91,3.7,ICSD-619112,True
C2Th0.09Y0.91,3.7,ICSD-33607,True
C2Th0.09Y0.91,3.7,ICSD-619108,True
C2Th0.19Y0.81,3.52,ICSD-199126,True
C2Th0.19Y0.81,3.52,ICSD-619117,True
C2Th0.19Y0.81,3.52,ICSD-74666,True
C2Th0.19Y0.81,3.52,ICSD-100117,True
C2Th0.19Y0.81,3.52,ICSD-198786,True
C2Th0.19Y0.81,3.52,ICSD-619115,True
C2Th0.19Y0.81,3.52,ICSD-198684,True
C2Th0.19Y0.81,3.52,ICSD-619126,True
C2Th0.19Y0.81,3.52,ICSD-95963,True
C2Th0.19Y0.81,3.52,ICSD-619112,True
C2Th0.19Y0.81,3.52,ICSD-33607,True
C2Th0.19Y0.81,3.52,ICSD-619108,True
C2Th0.3Y0.7,3.43,ICSD-199126,False
C2Tm1,0,ICSD-23688,False
C2Tm1,0,ICSD-23687,False
C2Y1,3.895428571,ICSD-619117,False
C2Y1,3.895428571,ICSD-74666,False
C2Y1,3.895428571,ICSD-100117,False
C2Y1,3.895428571,ICSD-198786,False
C2Y1,3.895428571,ICSD-619115,False
C2Y1,3.895428571,ICSD-619114,True
C2Y1,3.895428571,ICSD-198684,False
C2Y1,3.895428571,ICSD-77572,True
C2Y1,3.895428571,ICSD-619126,False
C2Y1,3.895428571,ICSD-95963,False
C2Y1,3.895428571,ICSD-619112,False
C2Y1,3.895428571,ICSD-601153,True
C2Y1,3.895428571,ICSD-155382,True
C2Y1,3.895428571,ICSD-33607,False
C2Y1,3.895428571,ICSD-155383,True
C2Y1,3.895428571,ICSD-619108,False
C2Yb1,0,ICSD-23686,False
C2Yb1,0,ICSD-23685,False
C3.1Th0.6Y1.4,17,ICSD-601058,True
C3.1Th0.6Y1.4,17,ICSD-618916,True
C3.1Ti0.2Y1.8,14.5,ICSD-618965,True
C3.1W0.2Y1.8,14.65,ICSD-619102,True
C3Ce0.2Th1.8,0,ICSD-618903,True
C3Ce0.2Th1.8,0,ICSD-617375,False
C3Cr7,0,ICSD-52289,False
C3Cr7,0,ICSD-76799,False
C3Cr7,0,ICSD-87129,False
C3Er0.1Th1.9,6.8,ICSD-618903,True
C3Er0.1Th1.9,6.8,ICSD-617689,True
C3Er0.2Th1.8,8.2,ICSD-618903,True
C3Er0.2Th1.8,8.2,ICSD-617689,False
C3Er0.4Th1.6,8.2,ICSD-617689,True
C3Ho0.2Th1.8,5.4,ICSD-618903,True
C3Ho0.2Th1.8,5.4,ICSD-618108,False
C3Ho0.4Th1.6,5.5,ICSD-618108,True
C3La2,10.66,ICSD-236852,True
C3La2,10.66,ICSD-236847,True
C3La2,10.66,ICSD-42897,True
C3La2,10.66,ICSD-236842,True
C3La2,10.66,ICSD-236845,True
C3La2,10.66,ICSD-236850,True
C3La2,10.66,ICSD-236844,True
C3La2,10.66,ICSD-69887,True
C3La2,10.66,ICSD-236851,True
C3La2,10.66,ICSD-236843,True
C3La2,10.66,ICSD-42898,True
C3La2,10.66,ICSD-236846,True
C3La2,10.66,ICSD-236848,True
C3La2,10.66,ICSD-236849,True
C3La2,10.66,ICSD-236841,True
C3Lu0.2Th1.8,10.3,ICSD-618903,True
C3Lu0.2Th1.8,10.3,ICSD-618235,False
C3Lu0.3Th1.4,11.7,ICSD-618235,True
C3Lu0.4Th1.6,10.9,ICSD-618235,True
C3Nd0.2Th1.8,0,ICSD-618903,True
C3Nd0.2Th1.8,0,ICSD-618551,False
C3Pr0.2Th1.8,0,ICSD-618903,True
C3Pr0.2Th1.8,0,ICSD-618653,False
C3Pr0.4Th1.6,0,ICSD-618653,True
C3Sc0.2Th1.8,6.7,ICSD-618775,False
C3Sc0.2Th1.8,6.7,ICSD-618903,True
C3Sc0.4Th1.6,6.8,ICSD-618775,True
C3Sc4,0,ICSD-42760,False
C3Sc4,0,ICSD-43524,True
C3Th0.5Y1.5,16.7,ICSD-601058,True
C3Th0.5Y1.5,16.7,ICSD-618916,True
C3Th0.6Y1.4,16.8,ICSD-601058,True
C3Th0.6Y1.4,16.8,ICSD-618916,True
C3Y2,14.85625,ICSD-619117,True
C3Y2,14.85625,ICSD-74666,True
C3Y2,14.85625,ICSD-100117,True
C3Y2,14.85625,ICSD-198786,True
C3Y2,14.85625,ICSD-619115,True
C3Y2,14.85625,ICSD-619114,False
C3Y2,14.85625,ICSD-198684,True
C3Y2,14.85625,ICSD-77572,False
C3Y2,14.85625,ICSD-619126,True
C3Y2,14.85625,ICSD-95963,True
C3Y2,14.85625,ICSD-619112,True
C3Y2,14.85625,ICSD-601153,False
C3Y2,14.85625,ICSD-155382,False
C3Y2,14.85625,ICSD-33607,True
C3Y2,14.85625,ICSD-155383,False
C3Y2,14.85625,ICSD-619108,True
C4Fe1Lu2,0,ICSD-617765,False
C4Fe1Tm2,0,ICSD-40758,False
C4Fe1Y2,3.6,ICSD-617900,False
C60Cs0.25Na2Rb0.75,5.2,ICSD-657554,True
C60Cs0.25Na2Rb0.75,5.2,ICSD-602522,True
C60Cs0.75Na2,7,ICSD-78312,True
C60Cs0.75Na2Rb0.25,9.4,ICSD-78312,True
C60Cs0.88Na2,8.3,ICSD-78312,True
C60Cs0.93Na2,9.6,ICSD-78312,True
C60Cs1H12N4Na2,29.6,ICSD-57038,True
C60Cs1K2,24,ICSD-602519,False
C60Cs1Li2,12,ICSD-602525,False
C60Cs1Na2,11.32857143,ICSD-78312,False
C60Cs1Rb2,31.075,ICSD-657331,False
C60Cs2Rb1,33,ICSD-602516,False
C60K1Na2,2.5,ICSD-602523,False
C60K1Na2,2.5,ICSD-657555,False
C60K1Rb2,26.2,ICSD-657329,False
C60K1Rb2,26.2,ICSD-602528,False
C60K2Rb1,22.4,ICSD-50375,False
C60K3,0,ICSD-66728,False
C60K3,0,ICSD-602511,False
C60K3,0,ICSD-657551,False
C60Na2Rb1,1.966666667,ICSD-657554,False
C60Na2Rb1,1.966666667,ICSD-602522,False
C60Rb4,29,ICSD-421388,False
C6Yb1,6.496666667,ICSD-601565,False
C8.1K1,0.152,ICSD-70020,True
C8K1,0.152375,ICSD-70020,False
C8Rb1,0.01205,ICSD-200563,False
Ca0.01Cu1Y0.99O2.5,0,ICSD-171704,True
Ca0.01Cu1Y0.99O2.58,0,ICSD-85175,True
Ca0.01Nd0.99Ni1O3,0,ICSD-155746,True
Ca0.01Nd0.99Ni1O3,0,ICSD-416213,True
Ca0.01Nd0.99Ni1O3,0,ICSD-416212,True
Ca0.01Nd0.99Ni1O3,0,ICSD-67724,True
Ca0.01Nd0.99Ni1O3,0,ICSD-67722,True
Ca0.01Nd0.99Ni1O3,0,ICSD-164826,True
Ca0.01Nd0.99Ni1O3,0,ICSD-67723,True
Ca0.01Nd0.99Ni1O3,0,ICSD-155748,True
Ca0.01Nd0.99Ni1O3,0,ICSD-164562,True
Ca0.01Nd0.99Ni1O3,0,ICSD-164825,True
Ca0.01Nd0.99Ni1O3,0,ICSD-155747,True
Ca0.02Nd0.98Ni1O3,0,ICSD-155746,True
Ca0.02Nd0.98Ni1O3,0,ICSD-416213,True
Ca0.02Nd0.98Ni1O3,0,ICSD-416212,True
Ca0.02Nd0.98Ni1O3,0,ICSD-67724,True
Ca0.02Nd0.98Ni1O3,0,ICSD-67722,True
Ca0.02Nd0.98Ni1O3,0,ICSD-164826,True
Ca0.02Nd0.98Ni1O3,0,ICSD-67723,True
Ca0.02Nd0.98Ni1O3,0,ICSD-155748,True
Ca0.02Nd0.98Ni1O3,0,ICSD-164562,True
Ca0.02Nd0.98Ni1O3,0,ICSD-164825,True
Ca0.02Nd0.98Ni1O3,0,ICSD-155747,True
Ca0.03Nd0.97Ni1O3,0,ICSD-155746,True
Ca0.03Nd0.97Ni1O3,0,ICSD-416213,True
Ca0.03Nd0.97Ni1O3,0,ICSD-416212,True
Ca0.03Nd0.97Ni1O3,0,ICSD-67724,True
Ca0.03Nd0.97Ni1O3,0,ICSD-67722,True
Ca0.03Nd0.97Ni1O3,0,ICSD-164826,True
Ca0.03Nd0.97Ni1O3,0,ICSD-67723,True
Ca0.03Nd0.97Ni1O3,0,ICSD-155748,True
Ca0.03Nd0.97Ni1O3,0,ICSD-164562,True
Ca0.03Nd0.97Ni1O3,0,ICSD-164825,True
Ca0.03Nd0.97Ni1O3,0,ICSD-155747,True
Ca0.05Cu1La1.95O3.975,0,ICSD-86973,True
Ca0.05Cu1La1.95O3.975,0,ICSD-86974,True
Ca0.05Cu1La1.95O3.975,0,ICSD-69286,True
Ca0.05Cu1La1.95O3.975,0,ICSD-86972,True
Ca0.05Cu1La1.95O3.975,0,ICSD-69313,True
Ca0.05Cu1La1.95O3.975,0,ICSD-86970,True
Ca0.05Nd0.95Ni1O3,0,ICSD-155746,True
Ca0.05Nd0.95Ni1O3,0,ICSD-416213,True
Ca0.05Nd0.95Ni1O3,0,ICSD-416212,True
Ca0.05Nd0.95Ni1O3,0,ICSD-67724,True
Ca0.05Nd0.95Ni1O3,0,ICSD-67722,True
Ca0.05Nd0.95Ni1O3,0,ICSD-164826,True
Ca0.05Nd0.95Ni1O3,0,ICSD-67723,True
Ca0.05Nd0.95Ni1O3,0,ICSD-155748,True
Ca0.05Nd0.95Ni1O3,0,ICSD-164562,True
Ca0.05Nd0.95Ni1O3,0,ICSD-164825,True
Ca0.05Nd0.95Ni1O3,0,ICSD-155747,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78290,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78297,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78296,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78291,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78287,True
Ca0.065Cu1La1.935O4,5.55,ICSD-75535,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78300,True
Ca0.065Cu1La1.935O4,5.55,ICSD-422968,True
Ca0.065Cu1La1.935O4,5.55,ICSD-422969,True
Ca0.065Cu1La1.935O4,5.55,ICSD-186588,True
Ca0.065Cu1La1.935O4,5.55,ICSD-69312,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78294,True
Ca0.065Cu1La1.935O4,5.55,ICSD-173895,True
Ca0.065Cu1La1.935O4,5.55,ICSD-69313,True
Ca0.065Cu1La1.935O4,5.55,ICSD-65865,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78299,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78237,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78194,True
Ca0.065Cu1La1.935O4,5.55,ICSD-173891,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78295,True
Ca0.065Cu1La1.935O4,5.55,ICSD-86971,True
Ca0.065Cu1La1.935O4,5.55,ICSD-74145,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78298,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78289,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78288,True
Ca0.065Cu1La1.935O4,5.55,ICSD-71795,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78292,True
Ca0.065Cu1La1.935O4,5.55,ICSD-173893,True
Ca0.065Cu1La1.935O4,5.55,ICSD-78293,True
Ca0.075Cu1La1.925O4,9.2,ICSD-78290,True
Ca0.075Cu1La1.925O4,9.2,ICSD-78297,True
Ca0.075Cu1La1.925O4,9.2,ICSD-78296,True
Ca0.075Cu1La1.925O4,9.2,ICSD-78291,True
